#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCL4	CXCL1	9606.ENSP00000482259	9606.ENSP00000379110	0	0	0	0	0.133	0	0.500	0	0.548
CCL4	IL6	9606.ENSP00000482259	9606.ENSP00000385675	0	0	0	0	0.170	0	0.400	0	0.481
CCL4	CXCR4	9606.ENSP00000482259	9606.ENSP00000386884	0	0	0	0	0.084	0	0.650	0	0.665
CCL4	CXCR6	9606.ENSP00000482259	9606.ENSP00000395704	0	0	0	0	0.111	0	0.650	0	0.675
CCL4	TNF	9606.ENSP00000482259	9606.ENSP00000398698	0	0	0	0	0.446	0	0.400	0	0.653
CCL4	IL10	9606.ENSP00000482259	9606.ENSP00000412237	0	0	0	0	0.228	0	0.400	0	0.517
CCL4	CCL5	9606.ENSP00000482259	9606.ENSP00000474412	0	0	0	0.930	0.301	0	0.500	0	0.635
CCL4	CCL4L2	9606.ENSP00000482259	9606.ENSP00000483330	0	0	0	0.957	0.341	0	0.900	0	0.931
CCL4L2	CCR7	9606.ENSP00000483330	9606.ENSP00000246657	0	0	0	0	0.086	0	0.650	0	0.666
CCL4L2	CXCL13	9606.ENSP00000483330	9606.ENSP00000286758	0	0	0	0	0.067	0.994	0	0	0.994
CCL4L2	CCR2	9606.ENSP00000483330	9606.ENSP00000292301	0	0	0	0	0.086	0	0.650	0	0.666
CCL4L2	CCR5	9606.ENSP00000483330	9606.ENSP00000292303	0	0	0	0	0.098	0	0.900	0	0.905
CCL4L2	CCR10	9606.ENSP00000483330	9606.ENSP00000332504	0	0	0	0	0.051	0	0.650	0	0.653
CCL4L2	CCR4	9606.ENSP00000483330	9606.ENSP00000332659	0	0	0	0	0.083	0	0.650	0	0.665
CCL4L2	CXCR3	9606.ENSP00000483330	9606.ENSP00000362795	0	0	0	0	0	0	0.650	0	0.650
CCL4L2	CXCR4	9606.ENSP00000483330	9606.ENSP00000386884	0	0	0	0	0.082	0	0.650	0	0.664
CCL4L2	CXCR6	9606.ENSP00000483330	9606.ENSP00000395704	0	0	0	0	0.086	0	0.650	0	0.666
CCL5	GZMB	9606.ENSP00000474412	9606.ENSP00000216341	0	0	0	0	0.452	0	0	0	0.452
CCL5	CXCL6	9606.ENSP00000474412	9606.ENSP00000226317	0	0	0	0	0.080	0.994	0.500	0	0.997
CCL5	GZMK	9606.ENSP00000474412	9606.ENSP00000231009	0	0	0	0	0.561	0	0	0	0.561
CCL5	TNFAIP6	9606.ENSP00000474412	9606.ENSP00000243347	0	0	0	0	0.101	0.622	0	0	0.646
CCL5	CCR7	9606.ENSP00000474412	9606.ENSP00000246657	0	0	0	0	0.260	0	0.650	0	0.730
CCL5	IL1A	9606.ENSP00000474412	9606.ENSP00000263339	0	0	0	0	0.087	0	0.400	0	0.429
CCL5	IL1B	9606.ENSP00000474412	9606.ENSP00000263341	0	0	0	0	0.148	0	0.400	0	0.467
CCL5	GZMA	9606.ENSP00000474412	9606.ENSP00000274306	0	0	0	0	0.772	0	0	0	0.772
CCL5	CXCL13	9606.ENSP00000474412	9606.ENSP00000286758	0	0	0	0	0.144	0	0.500	0	0.554
CCL5	CCR2	9606.ENSP00000474412	9606.ENSP00000292301	0	0	0	0	0.133	0.045	0.650	0	0.685
CCL5	CCR5	9606.ENSP00000474412	9606.ENSP00000292303	0	0	0	0	0.253	0.982	0.900	0	0.998
CCL5	CXCL3	9606.ENSP00000474412	9606.ENSP00000296026	0	0	0	0	0.092	0	0.500	0	0.526
CCL5	PF4	9606.ENSP00000474412	9606.ENSP00000296029	0	0	0	0	0.085	0.994	0.500	0	0.997
CCL5	CSF2	9606.ENSP00000474412	9606.ENSP00000296871	0	0	0	0	0.076	0	0.400	0	0.422
CCL5	CXCL10	9606.ENSP00000474412	9606.ENSP00000305651	0	0	0	0	0.362	0.994	0.500	0	0.997
CCL5	CXCL8	9606.ENSP00000474412	9606.ENSP00000306512	0	0	0	0	0.217	0.292	0.500	0	0.698
CCL5	CXCL11	9606.ENSP00000474412	9606.ENSP00000306884	0	0	0	0	0.355	0.994	0.500	0	0.997
CCL5	CCR10	9606.ENSP00000474412	9606.ENSP00000332504	0	0	0	0	0.051	0	0.650	0	0.653
CCL5	CCR4	9606.ENSP00000474412	9606.ENSP00000332659	0	0	0	0	0.109	0.294	0.900	0	0.931
CCL5	CXCL9	9606.ENSP00000474412	9606.ENSP00000354901	0	0	0	0	0.371	0.994	0.500	0	0.997
CCL5	XCL1	9606.ENSP00000474412	9606.ENSP00000356792	0	0	0	0.803	0.215	0.994	0	0	0.995
CCL5	XCL2	9606.ENSP00000474412	9606.ENSP00000356793	0	0	0	0.799	0.287	0.994	0	0	0.995
CCL5	CD2	9606.ENSP00000474412	9606.ENSP00000358490	0	0	0	0	0.553	0	0	0	0.553
CCL5	CXCR3	9606.ENSP00000474412	9606.ENSP00000362795	0	0	0	0	0.143	0.287	0.650	0	0.767
CCL5	CCL8	9606.ENSP00000474412	9606.ENSP00000378118	0	0	0	0.853	0.140	0.994	0	0	0.994
CCL5	CXCL1	9606.ENSP00000474412	9606.ENSP00000379110	0	0	0	0	0.087	0	0.500	0	0.524
CCL5	IL6	9606.ENSP00000474412	9606.ENSP00000385675	0	0	0	0	0.127	0	0.400	0	0.454
CCL5	CD8A	9606.ENSP00000474412	9606.ENSP00000386559	0	0	0	0	0.692	0	0	0	0.692
CCL5	CXCR4	9606.ENSP00000474412	9606.ENSP00000386884	0	0	0	0	0.068	0	0.650	0	0.659
CCL5	CXCR6	9606.ENSP00000474412	9606.ENSP00000395704	0	0	0	0	0.228	0	0.650	0	0.718
CCL5	TNF	9606.ENSP00000474412	9606.ENSP00000398698	0	0	0	0	0.202	0	0.400	0	0.501
CCL5	IL10	9606.ENSP00000474412	9606.ENSP00000412237	0	0	0	0	0.229	0	0.400	0	0.518
CCL7	CXCL6	9606.ENSP00000367832	9606.ENSP00000226317	0	0	0	0	0.126	0.994	0	0	0.994
CCL7	TNFAIP6	9606.ENSP00000367832	9606.ENSP00000243347	0	0	0	0	0.188	0.405	0	0	0.496
CCL7	CCR7	9606.ENSP00000367832	9606.ENSP00000246657	0	0	0	0	0.062	0	0.650	0	0.657
CCL7	CCR2	9606.ENSP00000367832	9606.ENSP00000292301	0	0	0	0	0.042	0.287	0.900	0	0.925
CCL7	CCR5	9606.ENSP00000367832	9606.ENSP00000292303	0	0	0	0	0.102	0.287	0.650	0	0.756
CCL7	CCR10	9606.ENSP00000367832	9606.ENSP00000332504	0	0	0	0	0.051	0	0.650	0	0.653
CCL7	CCR4	9606.ENSP00000367832	9606.ENSP00000332659	0	0	0	0	0.043	0	0.650	0	0.650
CCL7	XCL2	9606.ENSP00000367832	9606.ENSP00000356793	0	0	0	0	0.057	0.994	0	0	0.994
CCL7	CXCR3	9606.ENSP00000367832	9606.ENSP00000362795	0	0	0	0	0.047	0.287	0.650	0	0.741
CCL7	CCL8	9606.ENSP00000367832	9606.ENSP00000378118	0	0	0	0.959	0.483	0	0	0	0.483
CCL7	CXCR6	9606.ENSP00000367832	9606.ENSP00000395704	0	0	0	0	0.059	0	0.650	0	0.656
CCL7	CXCR4	9606.ENSP00000367832	9606.ENSP00000386884	0	0	0	0	0	0	0.650	0	0.650
CCL8	CXCL6	9606.ENSP00000378118	9606.ENSP00000226317	0	0	0	0	0.123	0.994	0	0	0.994
CCL8	CCR7	9606.ENSP00000378118	9606.ENSP00000246657	0	0	0	0	0.100	0	0.650	0	0.671
CCL8	CCR2	9606.ENSP00000378118	9606.ENSP00000292301	0	0	0	0	0.062	0.287	0.900	0	0.927
CCL8	CCR5	9606.ENSP00000378118	9606.ENSP00000292303	0	0	0	0	0.190	0.287	0.900	0	0.937
CCL8	CXCL10	9606.ENSP00000378118	9606.ENSP00000305651	0	0	0	0	0.688	0.994	0	0	0.998
CCL8	CXCL8	9606.ENSP00000378118	9606.ENSP00000306512	0	0	0	0	0.225	0.994	0	0	0.995
CCL8	CXCL11	9606.ENSP00000378118	9606.ENSP00000306884	0	0	0	0	0.516	0.994	0	0	0.996
CCL8	CCR10	9606.ENSP00000378118	9606.ENSP00000332504	0	0	0	0	0.051	0	0.650	0	0.653
CCL8	CCR4	9606.ENSP00000378118	9606.ENSP00000332659	0	0	0	0	0.055	0	0.650	0	0.655
CCL8	CXCL9	9606.ENSP00000378118	9606.ENSP00000354901	0	0	0	0	0.483	0	0	0	0.483
CCL8	XCL2	9606.ENSP00000378118	9606.ENSP00000356793	0	0	0	0.795	0.066	0.994	0	0	0.994
CCL8	CXCR3	9606.ENSP00000378118	9606.ENSP00000362795	0	0	0	0	0.061	0	0.650	0	0.657
CCL8	CXCR6	9606.ENSP00000378118	9606.ENSP00000395704	0	0	0	0	0.095	0	0.650	0	0.669
CCL8	CXCR4	9606.ENSP00000378118	9606.ENSP00000386884	0	0	0	0	0.082	0	0.650	0	0.665
CCR10	CXCL6	9606.ENSP00000332504	9606.ENSP00000226317	0	0	0	0	0.055	0	0.650	0	0.655
CCR10	CCR7	9606.ENSP00000332504	9606.ENSP00000246657	0	0	0	0.868	0.042	0	0.500	0	0.500
CCR10	CXCL13	9606.ENSP00000332504	9606.ENSP00000286758	0	0	0	0	0.044	0	0.650	0	0.651
CCR10	CCR2	9606.ENSP00000332504	9606.ENSP00000292301	0	0	0	0.785	0.048	0	0.500	0	0.503
CCR10	CCR5	9606.ENSP00000332504	9606.ENSP00000292303	0	0	0	0.804	0.047	0	0.500	0	0.503
CCR10	CXCL3	9606.ENSP00000332504	9606.ENSP00000296026	0	0	0	0	0.055	0	0.650	0	0.655
CCR10	PF4	9606.ENSP00000332504	9606.ENSP00000296029	0	0	0	0	0	0	0.650	0	0.650
CCR10	CXCL10	9606.ENSP00000332504	9606.ENSP00000305651	0	0	0	0	0	0	0.650	0	0.650
CCR10	CXCL8	9606.ENSP00000332504	9606.ENSP00000306512	0	0	0	0	0	0	0.650	0	0.650
CCR10	CXCL11	9606.ENSP00000332504	9606.ENSP00000306884	0	0	0	0	0	0	0.650	0	0.650
CCR10	CCR4	9606.ENSP00000332504	9606.ENSP00000332659	0	0	0	0.800	0	0	0.500	0	0.499
CCR10	CXCR6	9606.ENSP00000332504	9606.ENSP00000395704	0	0	0	0.803	0.042	0	0.500	0	0.500
CCR10	XCL2	9606.ENSP00000332504	9606.ENSP00000356793	0	0	0	0	0.047	0	0.650	0	0.652
CCR10	CXCR3	9606.ENSP00000332504	9606.ENSP00000362795	0	0	0	0.842	0.067	0	0.500	0	0.513
CCR10	CXCR4	9606.ENSP00000332504	9606.ENSP00000386884	0	0	0	0.802	0	0	0.500	0	0.499
CCR10	XCL1	9606.ENSP00000332504	9606.ENSP00000356792	0	0	0	0	0.044	0	0.650	0	0.651
CCR10	CXCL1	9606.ENSP00000332504	9606.ENSP00000379110	0	0	0	0	0.055	0	0.650	0	0.655
CCR10	CXCL9	9606.ENSP00000332504	9606.ENSP00000354901	0	0	0	0	0	0	0.650	0	0.650
CCR2	CXCL6	9606.ENSP00000292301	9606.ENSP00000226317	0	0	0	0	0.044	0	0.650	0	0.651
CCR2	CCR7	9606.ENSP00000292301	9606.ENSP00000246657	0	0	0	0.836	0.151	0	0.500	0	0.557
CCR2	IL1RN	9606.ENSP00000292301	9606.ENSP00000259206	0	0	0	0	0.128	0	0.400	0	0.454
CCR2	CXCL13	9606.ENSP00000292301	9606.ENSP00000286758	0	0	0	0	0.060	0	0.650	0	0.656
CCR2	CCR4	9606.ENSP00000292301	9606.ENSP00000332659	0	0	0	0.922	0.084	0.071	0.500	0	0.537
CCR2	FPR1	9606.ENSP00000292301	9606.ENSP00000471493	0	0	0	0.680	0.125	0	0.500	0	0.544
CCR2	TLR8	9606.ENSP00000292301	9606.ENSP00000312082	0	0	0	0	0.532	0	0	0	0.532
CCR2	CXCL3	9606.ENSP00000292301	9606.ENSP00000296026	0	0	0	0	0	0	0.650	0	0.650
CCR2	PF4	9606.ENSP00000292301	9606.ENSP00000296029	0	0	0	0	0.084	0	0.650	0	0.665
CCR2	CXCR6	9606.ENSP00000292301	9606.ENSP00000395704	0	0	0	0.821	0.170	0	0.500	0	0.567
CCR2	XCL2	9606.ENSP00000292301	9606.ENSP00000356793	0	0	0	0	0.146	0	0.650	0	0.688
CCR2	IL10	9606.ENSP00000292301	9606.ENSP00000412237	0	0	0	0	0.103	0	0.400	0	0.439
CCR2	XCL1	9606.ENSP00000292301	9606.ENSP00000356792	0	0	0	0	0.136	0	0.650	0	0.685
CCR2	CXCL11	9606.ENSP00000292301	9606.ENSP00000306884	0	0	0	0	0.067	0	0.650	0	0.659
CCR2	CXCR3	9606.ENSP00000292301	9606.ENSP00000362795	0	0	0	0.816	0.138	0	0.500	0	0.550
CCR2	CXCR4	9606.ENSP00000292301	9606.ENSP00000386884	0	0	0	0.826	0.122	0	0.500	0	0.542
CCR2	CCR5	9606.ENSP00000292301	9606.ENSP00000292303	0	0	0	0.967	0.334	0	0.500	0	0.652
CCR2	CXCL9	9606.ENSP00000292301	9606.ENSP00000354901	0	0	0	0	0.137	0	0.650	0	0.685
CCR2	CXCL1	9606.ENSP00000292301	9606.ENSP00000379110	0	0	0	0	0	0	0.650	0	0.650
CCR2	CXCL8	9606.ENSP00000292301	9606.ENSP00000306512	0	0	0	0	0.060	0	0.650	0	0.656
CCR2	CXCL10	9606.ENSP00000292301	9606.ENSP00000305651	0	0	0	0	0.139	0	0.650	0	0.685
CCR4	CXCL6	9606.ENSP00000332659	9606.ENSP00000226317	0	0	0	0	0.087	0	0.650	0	0.667
CCR4	CCR7	9606.ENSP00000332659	9606.ENSP00000246657	0	0	0	0.866	0.147	0	0.500	0	0.555
CCR4	CXCL13	9606.ENSP00000332659	9606.ENSP00000286758	0	0	0	0	0.114	0	0.650	0	0.676
CCR4	CCR5	9606.ENSP00000332659	9606.ENSP00000292303	0	0	0	0.938	0.066	0.071	0.500	0	0.528
CCR4	CXCL3	9606.ENSP00000332659	9606.ENSP00000296026	0	0	0	0	0.067	0	0.650	0	0.659
CCR4	PF4	9606.ENSP00000332659	9606.ENSP00000296029	0	0	0	0	0.060	0	0.650	0	0.656
CCR4	CXCL10	9606.ENSP00000332659	9606.ENSP00000305651	0	0	0	0	0	0	0.650	0	0.650
CCR4	CXCL8	9606.ENSP00000332659	9606.ENSP00000306512	0	0	0	0	0.042	0	0.650	0	0.650
CCR4	CXCL11	9606.ENSP00000332659	9606.ENSP00000306884	0	0	0	0	0.042	0	0.650	0	0.650
CCR4	CXCR4	9606.ENSP00000332659	9606.ENSP00000386884	0	0	0	0.860	0.108	0	0.500	0	0.535
CCR4	CXCR6	9606.ENSP00000332659	9606.ENSP00000395704	0	0	0	0.811	0.127	0	0.500	0	0.544
CCR4	CXCR3	9606.ENSP00000332659	9606.ENSP00000362795	0	0	0	0.837	0.151	0	0.500	0	0.557
CCR4	XCL2	9606.ENSP00000332659	9606.ENSP00000356793	0	0	0	0	0.042	0	0.650	0	0.650
CCR4	XCL1	9606.ENSP00000332659	9606.ENSP00000356792	0	0	0	0	0.054	0	0.650	0	0.654
CCR4	CXCL1	9606.ENSP00000332659	9606.ENSP00000379110	0	0	0	0	0.067	0	0.650	0	0.659
CCR4	CXCL9	9606.ENSP00000332659	9606.ENSP00000354901	0	0	0	0	0.049	0	0.650	0	0.652
CCR5	CD4	9606.ENSP00000292303	9606.ENSP00000011653	0	0	0	0	0.254	0.957	0	0	0.966
CCR5	CXCL6	9606.ENSP00000292303	9606.ENSP00000226317	0	0	0	0	0.047	0	0.650	0	0.652
CCR5	CRTAM	9606.ENSP00000292303	9606.ENSP00000227348	0	0	0	0	0.468	0	0	0	0.468
CCR5	CCR7	9606.ENSP00000292303	9606.ENSP00000246657	0	0	0	0.845	0.219	0	0.500	0	0.593
CCR5	IL1RN	9606.ENSP00000292303	9606.ENSP00000259206	0	0	0	0	0.143	0	0.400	0	0.463
CCR5	CXCL13	9606.ENSP00000292303	9606.ENSP00000286758	0	0	0	0	0.124	0	0.650	0	0.680
CCR5	SLAMF8	9606.ENSP00000292303	9606.ENSP00000289707	0	0	0	0	0.474	0	0	0	0.474
CCR5	GPR171	9606.ENSP00000292303	9606.ENSP00000308479	0	0	0	0.630	0.433	0	0	0	0.433
CCR5	TLR8	9606.ENSP00000292303	9606.ENSP00000312082	0	0	0	0	0.456	0	0	0	0.456
CCR5	FPR1	9606.ENSP00000292303	9606.ENSP00000471493	0	0	0	0.677	0.201	0	0.500	0	0.583
CCR5	CD2	9606.ENSP00000292303	9606.ENSP00000358490	0	0	0	0	0.448	0	0	0	0.448
CCR5	XCL2	9606.ENSP00000292303	9606.ENSP00000356793	0	0	0	0	0.220	0	0.650	0	0.715
CCR5	CXCL3	9606.ENSP00000292303	9606.ENSP00000296026	0	0	0	0	0.049	0	0.650	0	0.652
CCR5	IL10	9606.ENSP00000292303	9606.ENSP00000412237	0	0	0	0	0.134	0	0.400	0	0.458
CCR5	GNG4	9606.ENSP00000292303	9606.ENSP00000398629	0	0	0	0	0	0.120	0.900	0	0.908
CCR5	XCL1	9606.ENSP00000292303	9606.ENSP00000356792	0	0	0	0	0.210	0	0.650	0	0.711
CCR5	CXCR6	9606.ENSP00000292303	9606.ENSP00000395704	0	0	0	0.802	0.259	0	0.500	0	0.614
CCR5	PF4	9606.ENSP00000292303	9606.ENSP00000296029	0	0	0	0	0.083	0	0.650	0	0.665
CCR5	CXCL8	9606.ENSP00000292303	9606.ENSP00000306512	0	0	0	0	0.067	0	0.650	0	0.659
CCR5	CXCL1	9606.ENSP00000292303	9606.ENSP00000379110	0	0	0	0	0.062	0	0.650	0	0.657
CCR5	CXCR3	9606.ENSP00000292303	9606.ENSP00000362795	0	0	0	0.824	0.181	0	0.500	0	0.572
CCR5	CXCL11	9606.ENSP00000292303	9606.ENSP00000306884	0	0	0	0	0.206	0	0.650	0	0.710
CCR5	CXCR4	9606.ENSP00000292303	9606.ENSP00000386884	0	0	0	0.813	0.101	0.628	0.500	0	0.818
CCR5	CXCL9	9606.ENSP00000292303	9606.ENSP00000354901	0	0	0	0	0.266	0	0.650	0	0.732
CCR5	CXCL10	9606.ENSP00000292303	9606.ENSP00000305651	0	0	0	0	0.209	0	0.650	0	0.711
CCR7	CXCL6	9606.ENSP00000246657	9606.ENSP00000226317	0	0	0	0	0.102	0	0.650	0	0.672
CCR7	CD48	9606.ENSP00000246657	9606.ENSP00000484431	0	0	0	0	0.466	0	0	0	0.466
CCR7	ITK	9606.ENSP00000246657	9606.ENSP00000398655	0	0	0	0	0.444	0	0	0	0.444
CCR7	CD3G	9606.ENSP00000246657	9606.ENSP00000431445	0	0	0	0	0.448	0	0	0	0.448
CCR7	CD3D	9606.ENSP00000246657	9606.ENSP00000300692	0	0	0	0	0.414	0.071	0	0	0.432
CCR7	CXCR3	9606.ENSP00000246657	9606.ENSP00000362795	0	0	0	0.846	0.200	0	0.500	0	0.582
CCR7	PF4	9606.ENSP00000246657	9606.ENSP00000296029	0	0	0	0	0.088	0	0.650	0	0.667
CCR7	IL2RA	9606.ENSP00000246657	9606.ENSP00000369293	0	0	0	0	0.468	0	0	0	0.468
CCR7	LTA	9606.ENSP00000246657	9606.ENSP00000403495	0	0	0	0	0.457	0	0	0	0.457
CCR7	CD2	9606.ENSP00000246657	9606.ENSP00000358490	0	0	0	0	0.432	0	0	0	0.432
CCR7	ICOS	9606.ENSP00000246657	9606.ENSP00000319476	0	0	0	0	0.409	0	0	0	0.409
CCR7	CXCR6	9606.ENSP00000246657	9606.ENSP00000395704	0	0	0	0.866	0.113	0	0.500	0	0.537
CCR7	XCL2	9606.ENSP00000246657	9606.ENSP00000356793	0	0	0	0	0.142	0	0.650	0	0.686
CCR7	CD19	9606.ENSP00000246657	9606.ENSP00000313419	0	0	0	0	0.457	0	0	0	0.457
CCR7	CXCL1	9606.ENSP00000246657	9606.ENSP00000379110	0	0	0	0	0.082	0	0.650	0	0.665
CCR7	CXCL8	9606.ENSP00000246657	9606.ENSP00000306512	0	0	0	0	0.073	0	0.650	0	0.661
CCR7	CXCL3	9606.ENSP00000246657	9606.ENSP00000296026	0	0	0	0	0.064	0	0.650	0	0.658
CCR7	IL7R	9606.ENSP00000246657	9606.ENSP00000306157	0	0	0	0	0.457	0	0	0	0.457
CCR7	CD27	9606.ENSP00000246657	9606.ENSP00000266557	0	0	0	0	0.417	0	0	0	0.417
CCR7	CXCL11	9606.ENSP00000246657	9606.ENSP00000306884	0	0	0	0	0.068	0	0.650	0	0.659
CCR7	XCL1	9606.ENSP00000246657	9606.ENSP00000356792	0	0	0	0	0.124	0	0.650	0	0.680
CCR7	CXCR4	9606.ENSP00000246657	9606.ENSP00000386884	0	0	0	0.845	0.176	0	0.500	0	0.570
CCR7	CXCL9	9606.ENSP00000246657	9606.ENSP00000354901	0	0	0	0	0.163	0	0.650	0	0.694
CCR7	CXCL10	9606.ENSP00000246657	9606.ENSP00000305651	0	0	0	0	0.109	0	0.650	0	0.674
CCR7	CXCL13	9606.ENSP00000246657	9606.ENSP00000286758	0	0	0	0	0.233	0	0.650	0	0.720
CD19	CD79A	9606.ENSP00000313419	9606.ENSP00000221972	0	0	0	0	0.829	0.292	0.500	0	0.934
CD19	VPREB3	9606.ENSP00000313419	9606.ENSP00000248948	0	0	0	0	0.794	0	0	0	0.794
CD19	TNFRSF13B	9606.ENSP00000313419	9606.ENSP00000261652	0	0	0	0	0.451	0	0	0	0.451
CD19	STAP1	9606.ENSP00000313419	9606.ENSP00000265404	0	0	0	0	0.421	0	0	0	0.420
CD19	TNFRSF13C	9606.ENSP00000313419	9606.ENSP00000291232	0	0	0	0	0.474	0	0	0	0.474
CD19	PNOC	9606.ENSP00000313419	9606.ENSP00000301908	0	0	0	0	0.478	0	0	0	0.478
CD19	MZB1	9606.ENSP00000313419	9606.ENSP00000303920	0	0	0	0	0.463	0	0	0	0.463
CD19	FCRL1	9606.ENSP00000313419	9606.ENSP00000357158	0	0	0	0	0.428	0	0	0	0.428
CD19	DAPP1	9606.ENSP00000313419	9606.ENSP00000423602	0	0	0	0	0.099	0	0.500	0	0.530
CD19	FCRL2	9606.ENSP00000313419	9606.ENSP00000355157	0	0	0	0	0.643	0	0	0	0.643
CD19	HLA-DOB	9606.ENSP00000313419	9606.ENSP00000496848	0	0	0	0	0.664	0	0	0	0.664
CD19	FCRL5	9606.ENSP00000313419	9606.ENSP00000354691	0	0	0	0	0.459	0	0	0	0.459
CD19	SPIB	9606.ENSP00000313419	9606.ENSP00000471921	0	0	0	0	0.493	0	0	0	0.493
CD19	POU2AF1	9606.ENSP00000313419	9606.ENSP00000376786	0	0	0	0	0.668	0	0	0	0.668
CD19	TCL1A	9606.ENSP00000313419	9606.ENSP00000451506	0	0	0	0	0.764	0	0	0	0.764
CD19	PAX5	9606.ENSP00000313419	9606.ENSP00000350844	0	0	0	0	0.454	0	0	0	0.454
CD19	FCRLA	9606.ENSP00000313419	9606.ENSP00000356936	0	0	0	0	0.838	0	0	0	0.838
CD19	MS4A1	9606.ENSP00000313419	9606.ENSP00000433277	0	0	0	0	0.797	0	0	0	0.797
CD19	CR2	9606.ENSP00000313419	9606.ENSP00000356024	0	0	0	0	0.465	0.510	0.500	0	0.857
CD2	CD4	9606.ENSP00000358490	9606.ENSP00000011653	0	0	0	0	0.373	0.087	0	0	0.403
CD2	GZMB	9606.ENSP00000358490	9606.ENSP00000216341	0	0	0	0	0.617	0.100	0	0	0.640
CD2	KLRB1	9606.ENSP00000358490	9606.ENSP00000229402	0	0	0	0	0.773	0.099	0	0	0.787
CD2	GZMK	9606.ENSP00000358490	9606.ENSP00000231009	0	0	0	0	0.800	0.100	0	0	0.812
CD2	CYTIP	9606.ENSP00000358490	9606.ENSP00000264192	0	0	0	0	0.410	0.048	0	0	0.414
CD2	CD27	9606.ENSP00000358490	9606.ENSP00000266557	0	0	0	0	0.472	0	0	0	0.472
CD2	GZMA	9606.ENSP00000358490	9606.ENSP00000274306	0	0	0	0	0.862	0.100	0	0	0.871
CD2	CD96	9606.ENSP00000358490	9606.ENSP00000283285	0	0	0	0	0.550	0	0	0	0.550
CD2	TRAT1	9606.ENSP00000358490	9606.ENSP00000295756	0	0	0	0	0.651	0	0	0	0.651
CD2	CD3D	9606.ENSP00000358490	9606.ENSP00000300692	0	0	0	0	0.827	0.084	0	0	0.835
CD2	SIRPG	9606.ENSP00000358490	9606.ENSP00000305529	0	0	0	0	0.428	0.087	0	0	0.455
CD2	IL7R	9606.ENSP00000358490	9606.ENSP00000306157	0	0	0	0	0.530	0	0	0	0.530
CD2	GPR171	9606.ENSP00000358490	9606.ENSP00000308479	0	0	0	0	0.541	0	0	0	0.541
CD2	ICOS	9606.ENSP00000358490	9606.ENSP00000319476	0	0	0	0	0.781	0	0	0	0.781
CD2	SLAMF6	9606.ENSP00000358490	9606.ENSP00000357036	0	0	0	0	0.433	0.094	0	0	0.464
CD2	PYHIN1	9606.ENSP00000358490	9606.ENSP00000357122	0	0	0	0	0.425	0	0	0	0.425
CD2	UBD	9606.ENSP00000358490	9606.ENSP00000366249	0	0	0	0	0.380	0.073	0	0	0.401
CD2	THEMIS	9606.ENSP00000358490	9606.ENSP00000487358	0	0	0	0	0.476	0	0	0	0.476
CD2	CXCR6	9606.ENSP00000358490	9606.ENSP00000395704	0	0	0	0	0.439	0	0	0	0.439
CD2	EOMES	9606.ENSP00000358490	9606.ENSP00000388620	0	0	0	0	0.456	0.043	0	0	0.457
CD2	HLA-DRA	9606.ENSP00000358490	9606.ENSP00000378786	0	0	0	0	0.268	0.296	0	0	0.462
CD2	CTLA4	9606.ENSP00000358490	9606.ENSP00000497102	0	0	0	0	0.401	0	0	0	0.401
CD2	CD52	9606.ENSP00000358490	9606.ENSP00000363330	0	0	0	0	0.588	0	0	0	0.588
CD2	PTPRC	9606.ENSP00000358490	9606.ENSP00000411355	0	0	0	0	0.406	0.292	0	0	0.561
CD2	ITK	9606.ENSP00000358490	9606.ENSP00000398655	0	0	0	0	0.798	0.307	0	0	0.854
CD2	CD3G	9606.ENSP00000358490	9606.ENSP00000431445	0	0	0	0	0.810	0	0	0	0.810
CD2	CD53	9606.ENSP00000358490	9606.ENSP00000497382	0	0	0	0	0.345	0.292	0	0	0.516
CD2	CD48	9606.ENSP00000358490	9606.ENSP00000484431	0	0	0	0	0.496	0.331	0	0	0.649
CD2	CD8A	9606.ENSP00000358490	9606.ENSP00000386559	0	0	0	0	0.802	0	0	0	0.802
CD27	CD79A	9606.ENSP00000266557	9606.ENSP00000221972	0	0	0	0	0.459	0	0	0	0.459
CD27	GZMK	9606.ENSP00000266557	9606.ENSP00000231009	0	0	0	0	0.434	0	0	0	0.434
CD27	SIT1	9606.ENSP00000266557	9606.ENSP00000259608	0	0	0	0	0.433	0	0	0	0.433
CD27	LY9	9606.ENSP00000266557	9606.ENSP00000263285	0	0	0	0	0.403	0	0	0	0.403
CD27	SIRPG	9606.ENSP00000266557	9606.ENSP00000305529	0	0	0	0	0.400	0	0	0	0.400
CD27	LAX1	9606.ENSP00000266557	9606.ENSP00000406970	0	0	0	0	0.526	0	0	0	0.526
CD27	POU2AF1	9606.ENSP00000266557	9606.ENSP00000376786	0	0	0	0	0.500	0	0	0	0.499
CD27	CD48	9606.ENSP00000266557	9606.ENSP00000484431	0	0	0	0	0.475	0	0	0	0.475
CD27	CD3D	9606.ENSP00000266557	9606.ENSP00000300692	0	0	0	0	0.441	0	0	0	0.441
CD274	CD4	9606.ENSP00000370989	9606.ENSP00000011653	0	0	0	0	0	0	0.500	0	0.499
CD274	CD80	9606.ENSP00000370989	9606.ENSP00000264246	0	0	0	0.590	0.215	0.982	0.900	0	0.998
